match,file_name,status_id,text,status_url,transcription
False,1190330820935979008,1190330820935979014,"SANTANDER. Masiva respuesta de los montañeses, que desbordan el acto de VOX en Santander: el auditorio lleno y un millar de peronas sin poder acceder por razones de aforo. #EspañaSiempre #AhoraVOX https://t.co/NeSBsd7Fb9",https://twitter.com/Santi_ABASCAL/status/1190330820935979014,yo no quiero que me den la etiqueta de constitucionalista porque para mí los constitucionalistas son los profetores de derecho  y nosotros so españoles sí defienden la constitución que defienden el cumplimiento de las leyes incluso cuando no nos gusta porque somos demócratas y porque somos patriotas queremos una patria que viban la seguridad jurídica en el estado de derecho en la división de poder si pedro sánchez empacta contodos los tenido de españa con los golnistas consterederos del terrorismo que tipo de reproche puede hacernos a quien hemos matado nosotros a quien he matado yo si el único que hechos jugarme la vida para defender el orden constitucional cosa qe nacho pedro sh a quien hemos secuestrado a quien ha secuestrado osantonio tegalara que el único que hachos padecer y ser una persona paliente entre las valientes a nosotros no nos da ni una sola elección pedro sanche porque sabemos muy bien dónde estamos y estamos con el pueblo español con su soberanía o n su libertad consulidad
True,1190269435006861312,1190269435006861312,VOX también triunfa en Santander y desborda el Palacio de Festivales con cientos de personas sin poder entrar. Muy honrado por el recibimiento en la patria chica de mis abuelos. #EspañaSiempre #AhoraVOX #LaMontaña https://t.co/J3S3cGFRts,https://twitter.com/Santi_ABASCAL/status/1190269435006861312,ee
False,1190204301295202304,1190204301295202305,Ya en #Santander. Falta una hora y media para el acto de VOX y ya hay largas colas. #EspañaSiempre #VOXimparable https://t.co/2e6U6YhrUz,https://twitter.com/Santi_ABASCAL/status/1190204301295202305,no hijo de ne jorndeo buesaesicantañ yeno neodicoeaag naodeprente enfente pulomahola ucialoee
False,1190076863735107584,1190076863735107590,HOSPITALET DE LLOBREGAT. (BARCELONA) Hoy en Hospitalet junto a miles de catalanes que se sienten abandonados y traicionados. Nosotros nunca les dejaremos solos. #EspañaSiempre #AhoraVOX https://t.co/u30WcoME4K,https://twitter.com/Santi_ABASCAL/status/1190076863735107590,el hospitalete y obrean creo que no a nsolo lugar en toda españa en toda cataluña donde se copróde mejor la gigantesca traición de mesce a los que han sido sus votantes y a los que adejado abandonados a mercer el separatismo durante decas muchos de vuestros padres dejaron sus patrias chicas en andalucía en extremadura en castilla en galicia para ir a trabajar a salir adelante en otro lugar de nuestra patria grande de españa que se llama cataluña vinieron aquí a dejarse la piel a pelear todo con codo a levantar esta tierra a darlo mejor de ellos mismos y el partido socialista obrero español les dijo que iba defender a las personas que más lo necesitaban a los más débiles de la sociedad a los mas desfavorecidos  iba estar con eso que llamaban la clase obrera y les mitieron les traicionaron
False,1192910076517986304,1192910076517986305,"Mientras los golpistas gastan el dinero público colgando lazos, VOX Gerona actúa para recuperar la convivencia en la calle #EspañaSiempre 💪🇪🇸 https://t.co/0GdgJJAxdZ",https://twitter.com/vox_es/status/1192910076517986305,espacilholacarlus calida cusyvelpasol paguet l alcauda noarcaposiglasos reisoldiado tervayanobuenoy prefero paquer yomarros y postus amarnosimpostus antacupaciónamur de calamerabuchaca espa ocupaciono
False,1192907510723809280,1192907510723809286,"Esto ha sido, simple y llanamente, brutal. Memoria democrática, de la buena.
https://t.co/L1fpbc3GDC",https://twitter.com/vox_es/status/1192907510723809286,mi abuelo sor iglesiande nada que se le pareciera yo no se deqleraen su ascendiente y al más de vecir que importa pero sí le by decir una cosa a mi nueva dar leccione en este plato usted ni el señor sánchez de defensa del orden constitucional y la democracia y saben porque no vvanadar lecciones orque soy el único de los que están este plató que se ha jugado la vida en el país vasco que ha sido amenazado sistemáticamente poleta yoy toda mi familia y lo digo con toda claridad sr iglesias y sabe porque porque mientras yo hacía eso usted estaba en una ricotaberna en navarra diciendo queeta tenía una gran perspicacia política y el señor sánchezo más arriesgado que había hecho en su vida era jugar al baloncesto y ser consejero de kajamadrid así que por favor nnosden lecciones de defensa del orden constitucional de la democracia y de la concordia que abrazaron nuestros padres y nuestros abuelos no nos lleven a los viejos ódios del pasado porque están ustedes cometiendo un gigantesco error señor iglesire señora vascal nuestra candidat al senado por barcelona sabe cómo se llama rosayuk eta asesinó a su padre y sabe no va dando lecciones de víctima del terrorismo a nadie ojalá ustedes supieran condenar un golpe de estado de los aliados de hiler en españa hace sesenta años y no presumir de víctima porque hay muchas víctimas de eta muchos guardias civiles entre ellos para nosotros es un honor tener un guardia civil entre nuestra bancada de diputado que no bandando lecciones a nadie hacen su trabajo y para nosotros es un honor llevar a una víctima de eta en nuestras listas que no presume trabaja para que este país eajo usted presume de sus paseos por la ricotabernas lo hace yo no sé porque esas víctimas tan aceptado ue usted diga las cosas que que dice no importa ellos tienen libertad de hacer lorque quieran pero usted aminonuevadar ninguna lección de respeto al orden constitucional y le digo más condenan ustede los golpes de estado del partido socialista y de las izquierdas arepública en al año treinta y cuatro por favor usted aquista ciudadanos un partido nuevo el partido opular un partido nuevo de la democracia bobs un partido nuevo usted tiene dentro partido comunista que esun viejo partido que participó en la guerra civil este señor al partido socialista si alguien tiene que ocultar algo de su propia historia como partido son ustedes do
False,1192901417431904256,1192901417431904263,"Gracias Alicante!!
#Alicante #EspañaSiempre https://t.co/3fcDZjyJPK",https://twitter.com/vox_es/status/1192901417431904263,muchos compatiotasnuestros podrán ver por ejentlo que su esfuerzos durante años preparándose las universidades preparándose los talleres separándose en la formación profesional pueda tenía ala necesidad tenían una posilidad de futurola posiblidad de que todos aquellos qe arientan cada día en su esfuerzo en su empresas como autólogos como pequeños elianos empresario no sepuenten aahora de la verdad imposucitada por una dulogracia que los haplasta por una fiscalidad que los estima y sin tener un mínimo beneficio que le haa posible el poder satiaderad de l que nosotros hagaban en esos ayuntamiento en ese sompresero diputados a partir el día días de noviembre depende por ejemplo que aquello jóvenes que entraron con toda defensión en nuestras fuerzas arvada que se escorparon qiscretentalmente que costaron muchísimos recursos de preparación cuando contracoleticoa no sevean afartada pe se vea inutilizado por una nacin que debería haberles reservado ospuestos donde idesarrollanle sus mejores defacidad pod lo que nosotros desidad por ejemplo ependan tan importante como las decisiones que se tome que afectan la nuestrasesilidad porque no es lo mismo una ley extrangería ue ses autentico colador por el que pueden estar entrando incentes cantidades de personas de inmigración ilegal sin ningún control que tomar decisiones como las que en estos s meses tenan compuestos de congreson diputado decisiones que supone que la nación tiene derecho al control de sesortera tiene derecho a deciqien puedentrar y que no uiene derecho estititooeoo
False,1192898261994090496,1192898261994090501,"⚡ La disidencia frente al consenso tiene un nombre: VOX. Y @monasterioR supo encarnarla a la perfección en 1 minuto en La Sexta.

⬇⬇⬇ https://t.co/bF3CdNWQMZ",https://twitter.com/vox_es/status/1192898261994090501,el próximo diez de noviembre tenemos la oportunidad de volver ampliar y de consolidar voz de la españa vivan el congreso de los diputados somos muchos los españoles que creemos cayí un alternativa fiable una alternativa que haci frente a los problemas sin complejos con determinación na alternativa que está basada en la unidad y a filmeza frente al separatismo que está usurpando los derechos y libertades de todos los españoles na alternativa social cace frente al despifarro autonómico al exporio fiscal que sufren las clases medias y populares españolas una alternativa de la sensatez duel sentido común de la defensa de la libertad frente al disparatadas políticas algunos que quieren enfrentarnos a las mujeres contra los hombres que quieren dividir a los españoles que quieren que nuestros hijos hagan la guerra allí donde nuestro abuelos hicieron la paz un definitiva una alternativa patriótica que traga la concordia ahí donde hay discordio que traga la seguridad ah donde hoy a y violencia a nocas racias y viva españa
False,1192887524680699904,1192887524680699905,Acaba el acto final de campaña de @vox_es con traca final. Directos al #10N https://t.co/FKzTyh0fC0,https://twitter.com/vox_es/status/1192887524680699905,rataeatataalaeodalaaaaeaa
True,1192871691241893888,1192871691241893888,Así está la plaza de Colón en el cierre de campaña de @vox_es. #10n https://t.co/exbDGuuX82,https://twitter.com/vox_es/status/1192871691241893888,enciedeeaaao
True,1192852959308263424,1192852959308263424,🏥 El dependiente: https://t.co/bpJL0TTz2d,https://twitter.com/vox_es/status/1192852959308263424,ocuenti un años tengo senta y siete por cientos miños valía y tengo veinte años autilizados más de la mitad de ellos como autólogo pasó un tribunal médico con los do minubalías y soltado consecuencia de la última guenordegenerativa la juenza deseestimó mi solicitud porque me dicen que pue desempeñar trabajo oliviano est al mercado elaboral pero yo el mismo me cerra las puertas no permitiendo posiidar pues agente como yo que llamos coticamuchos años sinos está maltratan yo para decir el mi voto lo primero que miro son los políticos que defienden las familias yo e todas las familias como elmi caso con lanidades especiales nv de la vozcrobos lo que hace esmirar por la gente más debil y la gente quevale necesitamos
True,1192852819805659136,1192852819805659136,🚛 El currante: https://t.co/ESgAoasAy7,https://twitter.com/vox_es/status/1192852819805659136,jareunesja trabaja quien que no ha trabaj o ue no quiere trabajar o que no quiere doblar el lomo que el único que que la izquierda hace de predar y para citar el zapatero fue lo peor que nos pasó clalo qu el mariano no seca detrás peroará llega el zapatero dos que peor casi iaa la siete de la mariana uetral noche porque no que terminan a ls tres que terminanaas tenopuesateratuneño que antes trabajaba bastante ganaba dinero y era feliz ahora trabajo y no ganó dinero casi llove a votaravoz porque la única alternativa
True,1192852686368104448,1192852686368104448,🐴 El ganadero: https://t.co/z89VXsDP5Y,https://twitter.com/vox_es/status/1192852686368104448,caballo tratadecaaenucdeanimalista  están estar icordiando el mundo ruralestaricordiando almundo ecavarios ecuidacontalamocoronaeccoemoala dictadra de los animalista la dictadura del tema del cambio climático la dicde la talgreta que viene ahoraaetaan hestalviate trabajo usbañores el viaje magreta  estadistaeecalaque sería del toro bravograpos defendendo los tolomira barcelona que nadie defendió ohalla que defender la lu
False,1192852480301977600,1192852480301977601,🍺 El camarero: https://t.co/7YbcOaVbb0,https://twitter.com/vox_es/status/1192852480301977601,cualquier otro autónomo que te dia que lo hace fácil es imposible todos los impuestos que qepagan seguridad sociales que biene gente  tienes capaba impuesto que no viene la gente te hayens que pagar lo mismos impuestos hay que sale cada día más hora siendo cada día más viejo estando cada día más destrozado van  a su poltrona aa acoger su cargo y no acoger su cargo y no soltarlo yy apoco más  cosa que se les ocurre es padinero hay que reciclar tienes que pagar por por para las cosas de la no contaminación te sacan una lee ante incendio tienes que pagar te sacan una siempre cada leque y sacan es algo para pagar los aventores como yasentis representado si no no no recibo  no se recibe nada de ello sólo por voz de n momento no a man fallaro
False,1192852321065156608,1192852321065156609,🔦 El autónomo: https://t.co/KOUAbys4uz,https://twitter.com/vox_es/status/1192852321065156609,cosegómos ago adelante por levantándome a la sedie de la mañana y tirándome aquí doce horas todos los días labanda igual que sea alurner martemircones que fiesta que juegueje festivo que hay momentos puntualesqe si necesitaría una persona probao no pienso coperla peleno quie supa ese dinero exagerado por un trabajador que recolome va cubrir lo que voy hacer no mes imposible tengo que aguantarme y hacerlo yosolito por ejemplo como elministro y estradicho que hay maparo san ajunta a ma gela lista de aro porque creen que van a tener trabajo y por esosapuntoa magente ca como si nos tomaran el pelo la izquierda se dedica únicamente a la mismo en pensar en ellos en confrartechales y haber como pueden ocupar un puesto para asegurarse su culo y su futuro yo vontaría boxehecho voto porque creo que defiende al trabajador defiende depiende las ideas que teremo los trabajadoren el día a día de estar currando no defilipoyecede contería
False,1192852178655961088,1192852178655961093,"El #10N la #EspañaViva 🇪🇸 votará para recuperar su futuro. 

Para VOX, los españoles son lo primero. 

⬇ HILO ⬇

⚓ El pescadero: https://t.co/RXidtNxSCE",https://twitter.com/vox_es/status/1192852178655961093,políticos no hablan dehablade muchas cosas que les interesa ellos pero de lo que es el tema del día día de la gente de la calle hablan de poco y lloró me levanto todorías a las trese cuarto a la mañana bajo a merca madrid estás toel día trabajando y es que no llegas que por más que quieres más que quieres o nos hacen ellos a la idea de lo que e sufrimiento que tenemos para llegar a fin de mes con tantos impuestos y con tantas historias que tenemos que pagar cuando nosotros ranotalo mismo que este franco en el baillos caído gesten e pardo que este don de sea lo que interesas que e preocupe un poco más por el pueblo yo que abote alavor lo tengom claro y almejor con ello podríamos salir adelante condo intendríamos una una esperanza desalía adelante
True,1192797963388628992,1192797963388628992,Nada como cerrar la campaña con un buen zasca a un progre 😂😂 https://t.co/kJLxiKvjwi,https://twitter.com/vox_es/status/1192797963388628992,yo a lucía cuando dice que santiago cumpla lo que dice yo sobre todo lucía en el tema de la violencia de genero te volvería a decir que te vuelva aler las propuestas de de bosme has leído gracias
False,1192767632631574528,1192767632631574533,"Gracias Melilla, ciudad española de valientes.
#Melilla #EspañaSiempre https://t.co/GWLI2rXv6f",https://twitter.com/vox_es/status/1192767632631574533,no resulta que no que como una eceptea una cuarta parte de roboto que ha detido voz hay tanto diputado de partido separadista el músulo diputadode bópese omoeseque doco de los españoles en algunas zonas vara todos todan intodendesveros de su novatia endesentad pobtegróticolos faloles es dentero que si hayen diputado estaba aquí sehan respartido que se dio prosestado aquí del partido que sea qidique retirado por elvito noveddoso como parecer que este representar espictomel y esesolo antico entameno ponfinó cuando vara bota bajo los abotar e lo distritutaba sera todos telemosatimopor saqe nopuede que repesentanrepito motomitite des dencotafetamiento noeasesto comiay que así puviemos larandodetantos de mastio por este propocopitarmate los uper puesto con lcolomenos a arinado los ares ixprimido a lo familia tónogos a pequeños feneros empresa uecarrescenciones y empieza mecanio tomos ticipar pajares paraqe qe noquiare sustede partido lar ciudadano desoe queechustenes cuanda an gobernasu hijo dispuesto o mantener ispuerto confiscatorio como porejento del cuesto de sufisiones y se haproconciara de materiade seguridad entonces debocóialesescandados to so varido haciendo reetroloceder  cotros cuerpos que fuer nacibral estado alos eales a los televerdades tienden españa a los que están todo el día abandolacara por defenderlo en goriern gane de españa en condiciones muca desde iramentable y losanidos derecediento
False,1192754901333499904,1192754901333499905,"📹 La política buenista de los que se dedican a hacer efecto llamada tiene consecuencias. Barrios tomados por la delincuencia, la venta de drogas y las mafias de la okupación.

📢 Exigimos legalidad y mano dura. En VOX expulsaremos a los okupas en cuestión de horas #FueraOkupas https://t.co/WFEeu9IiSB",https://twitter.com/vox_es/status/1192754901333499905,ialmenteun proyecto de vielasocial que lo leveyocpandetiempleti una masia como están ocodelincuencia problemas dea paras increíble que los políticos con sus políticas esten protegiendo a masia como estras demarcias de ocupacin senófogos o cosaque nos llama a los debox simplente por denunciar la ocupación que no tiene nada que ver con la raza tiene que ver con la con la propiedad privada y con la seguridad nuestras calles a lo que no puedeseres que la gente ocupe la propiedad privada de otro queque encima con el cibismo a falta seguria a la delincuencia favorecer el narcotráfico y los políticos este mirando para otra lado es qu es terrible esas la política buenista de estas que sedican a más hacer el efecto llamada por el causituices que  que cualquiera puede venir a españa saltándose las normas centrando de forma ilegal y que va a tener un orbanización disponible grati la gente viene y los políticos mirando para otros lado preaesta afecta a los españoles can hecho las cosas bien yan ahorrado caancompra un piso con mucho sfuerces que repente ven como el vecino de laus oque sión justícia
True,1192735353561632768,1192735353561632768,"Somos ambiciosos. Nos jugamos España. Salimos a ganar. ¡Vamos, @vox_es! #EspanaSiempre #10N https://t.co/cC8lllHkyJ",https://twitter.com/vox_es/status/1192735353561632768,queremos defender la unidad y la soberanía de españa pero sí que quiero decirles una cosa y se lo digo a toda la camera vos ya hasta aquí ueremos reducir al máximo el gasto político acometiendo una histórica rebaja de impuesto en vos no vamos a peder niun milímetro en la batalla de las iveas queremos combatir la imigración iregal que llena de delincuencia a nuestras calles que discrimina y perjudica a los españoles más modestosespañoles granada presente amuestronadojpor españay queremos por supuesto defender la libertad frente ala dictadura poque debide a los españoles pero necesitamos necesitamos vuestra ayuda porque queremos ir mas vaya clusultia hemos llegado para quedarnos y a partir de ahora nada sera igual y hemos venido para ir más allá para defenderlo que nadie hasta hora se había  y el díar de noviembreyo no me conformo con veinticuatro grandes diputados yo no me conformo concuenta ni siquiera coner el dien de noviembre copuestra ayuda yo quiero presidente del gobierno de la nación el quesermerarde españa satiagoacaleconoetiaro
False,1192581334797049856,1192581334797049857,"🔵 Minuto de oro de @monasterioR en #ÚltimaOportunidadL6: ""Somos muchos los que queremos una alternativa firme frente al separatismo, firme en la defensa de la libertad. Una alternativa patriótica y social que no va a tolerar el expolio fiscal a las clases medias"". https://t.co/AM1bascIFu",https://twitter.com/vox_es/status/1192581334797049857,el próximo noviembre tenemos la oportunidad de volver ampliar y de consolidar voz de la españa vivan el congreso de los diputados somos muchos los españoles que creemos caí una alternativa fiable una alternativa cacifrenta a los problemas sin complejos con determinación una alternativa que está basada en la unidad y la firmeza frente al separatismo que está usurpando los derechos y libertades de todos los españoles una alternativa social casi frente al despilfarro autonómico al expolio fiscal que sufren las clases medias y populares españolas na alternativa de la sensatez del sentido común de la defensa de la libertad frente a las disparatadas políticas de algunos que quieren enfrentarnos a las mujeres contra los hombres ue quieren dividir a los españoles que quieren que nuestros hijos hagan la guerra allí donde nuestros abuelos hicieron la paz en definitiva una alternativa patriótica que traiga la concordia ahí donde hay discordia que traiga la seguridad ahí donde hoy hay violencia que traigan la esperanza donde hoy hay resigna caba su tiempo sracia y viva españa
True,1192580657861529600,1192580657861529600,"📺 @monasterioR ""Nosotros somos conservadores del medio ambiente y queremos penalizar al que contamina. En lugar de gastarse 150 millones en traer a Greta como el PSOE podríamos dedicarlos a aquellos que trabajan con un tractor de diésel"".

📢 #ÚltimaOportunidadL6 https://t.co/qPIHEmFdBV",https://twitter.com/vox_es/status/1192580657861529600,nosotros somos conservadores del medioambiente y queemos que no hague contaminaria que penalizar aquel que contamine y la primera medida que tomaríamos e podía tomar la es que en vez de dedicar el partido socialista ciento cincuenta millones atraer a la niña greta en diciembre a madrid esos intientos cincuentamillones los dedicáramos ayudar al que tiene trabaja con un tractor y esdiesel y hoy le estamos penalizando o aquel que tiene un coche que no ha podido cambiar ca dedicao todos sus ahorros a comprar un coche que resulta que es diesen y que hoy pues ya no va poder aparcar en madrid o que ya nova poder transitar con el resulta que no tiene dinero para cambiar un coche electrico y saben lo que pasa ue estos que defienden las políticas del cambio climático y que están entregados a sa bandera abandonan precisamente a los más débiles a los que no tienen ahorros ni recursos para poder cambiar de coche y a esos son los que tenemos que ayudar primero para poder garantizar que puedan seguir con su vida normal y que no les perjudique las políticas de la izquierda que el centro gestiona y la supuestaderecha también defiende resulta u a los que penalizan precisamente son alos que no tienen ahorros a los más debiles a las clases trasyvo y box en lo que está es proteger a todos ellos primero ayudemoles hacer la transición y luego ya le sancionamos pero ustedes están primero en sancionar en vez den ayudar
False,1192579039816568832,1192579039816568834,"📺 @monasterioR a María Jesús Montero del PSOE.

""No engañen a los españoles, hemos visto Barcelona incendiada y sólo han sacado a los GRS cuando fue Sánchez allí de visita"".

📢 #ÚltimaOportunidadL6 https://t.co/syPL03USry",https://twitter.com/vox_es/status/1192579039816568834,puede ir estas cosas porque onsañoles saben y han visto al telediario ediías que se vsmentir aquí ly quierucha apero por favor ncañen a los españoles porque hemos visto al telediario todos los días y hemos visto a barcelona incendiada y ustedes no han sacabo a los jerreis lanzacau cuando iba el señor sánchez de virumita para aproyarlaer al del ialconclan o no pero esq
True,1192577813758562304,1192577813758562304,"📺 @monasterioR en el debate de candidatas.

""El PSOE pactó con separatistas para llegar al poder, por eso querría que PP y Ciudadanos se comprometieran aquí diciendo que no van a ser socios de ellos"".

📢 #ÚltimaOportunidadL6 https://t.co/2d8RuXIjhl",https://twitter.com/vox_es/status/1192577813758562304,l partido socialista pacto con separatistas para llegar al poder y por eso yoque ria que hoy el partido popular y ciudadano se comprometieran aquí a no pactar con el sñor sánchez porque no se puede pn puede abstener uno ni puede hacer una culida con alguien que ha sido y que es socio de los separatistas y se deberían usted comprometer aquí porque si no sus votantes cuando den el voto al partido popular ociudadanos van a tener dudas de si van ustedes pactar con pedro sánchez el socio de los separa es muy importante que les digan ustedes a sus votantes la verdad y respecto a la diversidad claro la diversidad la diversidades muy importante a riqueza cultural en españa y saben lo que acaba con la diversidad el totalitarismo la imposición por ejemplo baleares del catalán en la imposición en valencia del catalán de que hay aquellos que quieren seguir opodiendo hablar su lengua sin que les impongan en los colegios o que ellos no quieren hablar el catalán los catalanes han han seguido y los nacionalistas catalanes los golpistas han seguido una política excluyente que señala al que no piensa igual señala al que al que quiere hablar español y catalán y esas la política totalitaria de la que ustedes parece que quieren defender a los que ustedes parece que quieren ser socios y aquí que hay que hacer una línea muy clara y ser francos con nuestros votantes y decir quien bastar del lado de la defensa de los derechos y la libertad de todos los españoles y quier quien bastar con quien ha sido socio de
